,site,date,stars,title,text,location
0,www.godaddy.com,2023-01-14T06:33:11.000Z,5,Excellent customer service,"I was a bit flustered trying to set up my account & accidentally ordered multiple items unnecessarily. I was expecting to be talked down to & generally given a hard time about canceling those items without being billed. The representative was polite, helpful, very friendly & made the whole process stress-free. I spent my morning complimenting Go-Daddy and their staff to all my customers!",US
1,www.godaddy.com,2023-01-13T22:15:11.000Z,5,My son is in the process of starting…,"My son is in the process of starting his own business selling Christian apparel, and GoDaddy has been a wonderful partner in this journey. Our representative, Paul, was extremely knowledgeable with the platform and guided us through all the aspects of the site. At GoDaddy they are truly living by their mission to provide the highest service to help people start and grow their business.",US
2,www.godaddy.com,2023-01-13T19:25:12.000Z,5,Great GoDaddy customer service Pro- services…,"GoDaddy customer service Pro- services for our WordPress Website design team consistently  exceeds my expectations. Professional, knowledgeable customer service reps listen and patiently take the time to handle each request or question I have. The quality of service at affordable rates has made our website build a great value. I've used GoDaddy for over 10 years and find them better than ever with the services they now offer.",US
3,www.godaddy.com,2023-01-13T18:49:40.000Z,5,GoDaddy gets a 5-star rating for Customer Service,"I've been using GoDaddy for my needs on Domains and Websites for 9 years or so. I just recently  called in for some assistance. The customer service rep that I had was exceptional. Brian. He was able to take care of everything I needed in a timely manner. He kept me informed on our progress, and was friendly and knowledgeable as well. I'm so grateful to have met and worked with Brian. Thank you GoDaddy for the best customer service EVER !!!",US
4,www.godaddy.com,2023-01-13T23:03:40.000Z,5,We have used GoDaddy for six years,"We have used GoDaddy for a number of years to host a website for us, because of changes in our lives we no longer needed the service. We should have canceled before it renewed, life happened and we did not. One phone call and a very pleasant conversation and the service was canceled and all fees refunded. I am very pleased with the service I received.",US
5,www.godaddy.com,2023-01-14T02:47:57.000Z,5,Kudos to Timothy3909,"Customer Service Rep Timothy3909 was absolutely fantastic.  He took the time to work out some complex issues.  There were many steps that were needed and he did a great job, meticulously working everything out.   I wish you could select your CSR when you call in, I would select Timothy every time.  You have a good one here GoDaddy.  Keep him happy!!",US
6,www.godaddy.com,2023-01-13T23:31:45.000Z,5,Marisa,"Marisa, don't know her last name seemed a little shy in the beginning but the more we dialogued, she really understood what I needed and she is an excellent coach.  I have been in PR for years and she needs to be commended for customer service but more so, making the customer (me) not feel lost or insignificant.  Thanks Marisa.  SportsStraps",US
7,www.godaddy.com,2023-01-13T20:01:19.000Z,1,Never again. RUN!,"GoDaddy has the worst customer support I've ever seen. No one on the GoDaddy support team knows what they are doing. I spend HOURS with them just being transferred from one person to another, none of who were even able to help. This type of interaction has happened EVERY TIME I message into support. Utterly ridiculous.",CA
8,www.godaddy.com,2023-01-13T16:10:07.000Z,4,Go Daddy provides comprehensive access…,Go Daddy provides comprehensive access to the web for a variety of users. That creates a problem for me because it becomes very complicated. I only want a simple site but getting started is complicated. I already have a website but the GoDaddy site looks way more detailed so more complicated. Its not easy folks,GB
9,www.godaddy.com,2023-01-13T21:34:03.000Z,5,Talk about patient people working with…,Talk about patient people working with people who don’t know a lot about websites. This is the most amazing company. They are so patient walked me through everything explained everything in detail and make sure I knew where to go to look for what I was looking for. Absolutely a wonderful experience!,US
10,www.godaddy.com,2023-01-13T20:57:17.000Z,5,Best Company with the BEST customer service ever!,"I actually completed my website 99% by myself, having never done one before- before I even had to call for help with just a couple things- because the build your own website and it's templates are SO user friendly! I was amazed at what I was able to do and how awesome my website turned out! When I did have to finally call for a little help, on two occasions, each customer service person I spoke with were SO kind, patient, and helpful! They each guided me quickly through the things I just didn't know how to do. I'm so happy I'm over the moon with Joy!",US
11,www.godaddy.com,2023-01-13T17:01:16.000Z,5,NICK IS A LEGEND!!!!,"NICK IS A LEGEND!!!! Seriously never been more impressed with customer care in my life. Been stressed with ""hosting"" issues, I rang godaddy rather optimistically TBH, not in expectation. I got through to Nick and straight of the bat the guy was calm, friendly, reassuring, knowledgeable and supportive. This continued throughout our 40 minute call and he resolved every issue, went above and beyond and in all honestly it felt like a super knowledgeable friend was helping me. I cant thank Nick enough and I will now always be with godaddy due to the level of care received.",GB
12,www.godaddy.com,2023-01-13T21:57:03.000Z,5,"This GoDaddy support person, Danielle, was excellentt","I have been trying to resolve an email issue for several months without success unit connecting with support person Danielle who was very patient, knowledgeable and helpful. She knew exactly where to find and fix the problem and after several minutes solved the problem.",US
13,www.godaddy.com,2023-01-13T17:18:51.000Z,5,I’ve been a GD customer  for years and I…,I’ve been a GD customer for years and I never had a problem with them if for any reason I’m not going to use a DN I call and get a refund when my renewal expires and been charged on credit card no need to cancel card. Will always and forever return. No one but GD.,US
14,www.godaddy.com,2023-01-14T06:05:39.000Z,5,We have been having issues with our email not reaching our clients.  The MX records and DNS setting were incorrectly setup by the OTHER company.,"We have been having issues with our email setup on another companies services. We had tried numerous times to resolve the issue with them. To no avail. To have reached out to this young man, received his pinpoint assessment of the issue and resolution was a tremendous help.  We will be moving all of our online services to go daddy.  Once we had the correct information the other service said we could fix it ourselves and dropped from assisting us.  Adrian, stayed with us to the end of the resolution.  Go Daddy finished 1st place in Customer satisfaction on this call.  Thank you Adrian.",US
15,www.godaddy.com,2023-01-13T19:30:45.000Z,5,Good experience with Customer Service,Had a good experience with Customer support.  Answered all my questions and had no problem walking me through what steps need to be taken. No long waits until someone answered the phone and responded quickly with answers and recommendations.. Good job Go Daddy!,US
16,www.godaddy.com,2023-01-13T22:39:21.000Z,5,Best Customer Service,"Ryan was super knowledgeable, friendly, helpful, and professional. He even helped me with issues on my account that I wasn't aware were there and he took the time to explain simple concepts to me. I really couldn't ask for a better customer service experience.",US
17,www.godaddy.com,2023-01-13T21:57:55.000Z,5,GoDaddy's Frontline Receptionist,"On Jan. 13, 2023, I call GoDaddy to get an update on my acct. and to make a payment. The tech perhaps a young adult, was patient and willing to listen, if I wasn't clear on what had been said, there was no gestures of exhaustion or ""I just said that""!",US
18,www.godaddy.com,2023-01-13T00:42:43.000Z,5,Clayton Saved The Day,Great day family! I had a small issue with getting my domain transferred from the current host to Go Daddy. Seems like it was a little complicated to get resolve so I was honestly frustrated. I finally connected with Clayton and he went above and beyond to work with me. I’ve never been so happy to see a website before 😂 but Clayton is the man with the plan and that man needs a raise. Thank you Clayton!! Big Faith,US
19,www.godaddy.com,2023-01-12T20:29:11.000Z,3,I felt like my representative was more interested in selling me an upgrade!…,I felt like my representative was more interested in selling me an upgrade to my account than helping me to resolve my reason for calling.  He told me that the only way I could delete emails from the server was to delete them one at a time.  This was not true!  He acted like I was a bother.  He deep sighed a couple of times like my questions irritated him.  I started poking around I found the way to do it myself.  It was easy to do.,US
20,www.godaddy.com,2023-01-13T12:29:29.000Z,5,A quick and simple fix to a payment…,"A quick and simple fix to a payment issue with a 3rd party, which I was not notified of. The 90 day protection attached to my domain ensured my connection wasn't broken. The company is more efficient than overs I deal with and the young lady I spoke to resolved the issue very quickly. I will now consider transferring my other domains to Go Daddy at renewal time.",GB
21,www.godaddy.com,2023-01-12T20:39:28.000Z,5,The GoDaddy support team is great,"The GoDaddy products are great, but the customer service is excellent! The tech advisor that answered my call “Carter” was a Pro, he understood my questions and went above my expectations in his assistance in answering my questions and he explained his answer to me which was great. Great companies have great people working in them, PEOPLE make the difference!",US
22,www.godaddy.com,2023-01-13T04:50:52.000Z,1,turned off most of the auto renewals on…,"turned off most of the auto renewals on my subscriptions, then today I receive a billing for a product I canceled the renewal on.  I logged into my account and found all of the auto re-new's turned on.  Spend 90 minutes on hold to talk with someone about the problem.  She did issue a refund on the renewal that should not have happened at all.",US
23,www.godaddy.com,2023-01-13T23:17:04.000Z,5,Cherry was extremely helpful,Cherry was extremely helpful.  She stayed on the line while I input and updated my information. She was extremely patient and dedicated to providing the best customer experience.   Thanks again Cheery ✨🙏 Eimee DeRise Treasures of the Valley,US
24,www.godaddy.com,2023-01-13T22:32:18.000Z,5,They are very understanding and patient,"Your Support Staff is very capable and reassuring, even for people that aren't well versed in computer tech. They are patient, pleasant, and knowledgeable which is extremely comforting to a person lacking computer skills. Thank You, GoDaddy.",US
25,www.godaddy.com,2023-01-14T02:30:53.000Z,5,GoDaddy is the best!,"I've worked with Squarespace, GoDaddy, and Microsoft to launch my small business. GoDaddy is so far ahead of their competitors in terms of customer service and user experience. For example, GoDaddy is the only company of the three above to use actual humans on the phone for customer service. Creating a custom business email, setting up a website, and subscribing to office apps was more complicated than I expected. But, GoDaddy made it so easy. Huge shout-out to Beverly at GoDaddy for her outstanding customer service and for simplifying my user experience. If you need a custom email, website, or Microsoft 365, use GoDaddy. They're the best around!",US
26,www.godaddy.com,2023-01-13T08:31:09.000Z,3,I had to wait over an hour to talk to…,"I had to wait over an hour to talk to someone. A lot of goofing off noise in the background. Someone was whistling and it made it hard to hear my agent. He was fantastic and fixed my issue and I was very disappointed GoDaddy doesn’t have a forum plug in, I have to go elsewhere for that and then link it in.",US
27,www.godaddy.com,2023-01-13T20:55:18.000Z,5,I had concerns about the price of…,"I had concerns about the price of renewing. My contact, David, was so kind and helpful. He also explained the protection plan available. I’m so glad I called. I’m glad to have my information protected. Thank you, David and Go Daddy.",US
28,www.godaddy.com,2023-01-12T16:57:40.000Z,5,"Go Daddy: Great on phone, not great on chat!","I love having my personal email hosted by godaddy.  I've been doing this for many years and it almost always goes smoothly, without a hitch.  But sometimes there's a problem and I need customer support.  Today, I had a very BAD experience with the chat team.  They really seemed clueless about the most basic concerns.  But then I called the phone line, had to wait just seven minutes, and was connect to Renz, who was a fabulous agent and solved my problem in less than five minutes.  I wish every agent could be like Renz?",US
29,www.godaddy.com,2023-01-12T20:06:41.000Z,5,Amazing customer service - shocking really!,I called Godaddy's customer service with a forwarding/sub domain question and was pleasantly surprised. Not only was the wait time very short but Justin helped me with my issue in probably 5 minutes. Excellent customer service! I will not use anything but Godaddy in the future for this reason.,US
30,www.godaddy.com,2023-01-13T15:28:13.000Z,1,GREEDY company,"Worst customer support, worst company to treat its loyal customers! My website (hosted by them) went down and they asking me to upload a backup or to redesign it from scratch- after being live for more than 5 years! Other solution they advised: to pay more than £100 so their team would try to recall last backup, which is something that they can't guarantee.. I can pay this, and I asked them to check before I pay- again they refused! Ended up by canceling ALL my products with them and asked for a refund for the remaining month, but I was penalised for paying annually and they said, no refund!! Totally bad experience and I strongly recommend NOT to deal with them",GB
31,www.godaddy.com,2023-01-14T03:53:20.000Z,5,Amazing Customer Service,"These guys customer service is always brilliant, friendly, helpful and patient which is good for me as I am easily overwhelmed by tech.  Also their services are easy to use and to navigate through. Highly recommend Godaddy.",AU
32,www.godaddy.com,2023-01-13T10:40:42.000Z,5,I’ve been a customer of Godaddy for over 20 years,"I’ve been a customer of Godaddy for over 20 years. There is a reason that I stay with them. I love their customer and technical support! They always resolve my issues when I have one, which is rare. I trust my website and email to this Team and no one else! Always have, always will!",US
33,www.godaddy.com,2023-01-14T01:38:56.000Z,5,Go Daddy trains there customer service…,Go Daddy trains there customer service representatives better than anyone else. They are knowledgeable and professional. They know so much about the site that any problem you have can be fixed quickly. What a pleasure,US
34,www.godaddy.com,2023-01-13T08:23:52.000Z,5,The hold time was exhausting,"The hold time was exhausting, I gave up waiting a few times. However when I finally was helped, my representative was extremely patient with helping me and resolved all of my issues by walking me through my new site step by step. Thank you for making the wait worth it!!",US
35,www.godaddy.com,2023-01-13T23:57:13.000Z,5,My representative was David he settled…,"My representative was David he settled all my concerns. Evidently I had a scam letter saying my domain was for sale, but he told me I was in good shape. I’m on auto pay. I definitely would use Go Daddy at any time.",US
36,www.godaddy.com,2023-01-13T17:04:42.000Z,5,Godaddy was able to meet our emerging needs.,"As a nonprofit organization, funding and budgets must be exact and spot on. Consequently, we must continue to connect with companies that have impeccable, business practices. We find that our experiences with the customer service crew from godaddy are professional, informative and respectful. In fact, we were satisfied with our current website, but needed to upgrade to a more interactive platform. Mr. Alexander, customer service representative, was very patient with me due to the fact that I have limited knowledge about website development, layout, etc. Because of his professionalism and willingness to go the extra mile to explain in detail the benefit of upgrading, I gladly and confidently did do.",US
37,www.godaddy.com,2023-01-12T20:47:43.000Z,5,Someone who actually cares!,"You know when you call to get help on something they say it depends on who you get!! Well, I got Eljohn!  I explained that I tried for over an hour, but..... He said no problem that's what we're here for and fixed it in less then 5 minutes.  Go Daddy he's a keeper!",US
38,www.godaddy.com,2023-01-12T14:02:52.000Z,5,Helpful and friendly - what more could you ask?,I had a very technical problem that had to be elevated to the next level of tech. Curtis admitted the first time he was asked to solve this issue. He was patient and we got half the problem cured time will tell if all is OK. I would highly recommend GoDaddy.,US
39,www.godaddy.com,2023-01-12T22:46:38.000Z,1,Another reason why you should not use GoDaddy,"As per GoDaddy's refund policy the remaining value of the package doesn't offer any partial refund. GoDaddy even doesn't give an option as follows: - either move the remaining value of the package to some other project created with them - give a voucher with the remaining value, which has no expiry date and it can be applied to any project created with them GoDaddy just keeps the hard earned money instead of refunding or giving any of the 2 options! Steer away from them because they are just interested to lure you into their deals and when you change your mind, there is no option whatsoever!",GB
40,www.godaddy.com,2023-01-11T22:44:24.000Z,5,I was having an issue with the link to…,"I was having an issue with the link to my Instagram from my website, and the help I received from GoDayy was wonderful! First of all, my hold time was an estimated 9 minutes, and I received help within 3.5 minutes, which was terrific. Ed helped with my issues; he was the middleman for help with the admin, which was greatly appreciated. It ended up being a glitch, and once fixed, we were all set",US
41,www.godaddy.com,2023-01-12T12:06:11.000Z,1,Godaddy is the Big Scam. Do not buy domain,"Godaddy is the Big Scam. I lost all of my domains. Reason- I lost my 2-factor authentication and therefore I was not able to log in GoDaddy and was not able renew them. After talking to GoDaddy support, they did not allow me to log in and they relisted my domain to sell.  Godaddy is a stupid company, Trust me I will tell all of my clients and my local community group to move all of their domain and hosting from GoDaddy.",BD
42,www.godaddy.com,2023-01-13T01:27:09.000Z,1,I had almost $500 in fraudulent charges…,I had almost $500 in fraudulent charges on my account and got locked out of my account. It’s been over a week of spending hours on the phone trying to get the issue resolved. Major pain that I wish I had avoided by going with a different company. Awful.,US
43,www.godaddy.com,2023-01-13T00:04:31.000Z,5,The thing that made my experience with…Go Daddy,The thing that made my experience with the representative from Go Daddy was his product knowledge of service rendered and his patient and interactions with me step-by-step until all of my concerns had been addressed and completed in a timely manner.,US
44,www.godaddy.com,2023-01-12T00:55:02.000Z,5,Go Daddy Has It All,"Sean, was awesome! He answered all of my questions and gave me tips and information to educated myself through Go Daddy. As my business grows, Sean gave me additional information about serving my needs, allowing Go Daddy to do more for me, freeing up my time. Go Daddy has it all, right at my finger tips, for me! Brilliant! Thank you Sean!",US
45,www.godaddy.com,2023-01-11T21:44:44.000Z,5,Variety of services for a variety of businesses,"Variety of services to meet my business needs. Customer service reps are extremely knowledgeable and will patiently explained to give a clear understanding. Will listen yo your vision and offer suggestions for your decision. No pressure, no contract. I can cancel services at any time without any hassle or fees. Thank you.",US
46,www.godaddy.com,2023-01-12T00:40:11.000Z,5,"Complex Refund Credit to Account, Product Reorder","I called about a product refund due to me in 1/2020 that that I never received.  I was made aware of this when I renewed my email and Domain renewal on 1/4/2023 by your technical associate Jason. He made a note of it and asked me to call back. I called on1/11/2023 and spoke to Miriam.  She adeptly handled the refund credit to my account, then refunded my 1/4/2023 renewal purchases and reordered the same and applied the credit to pay for the order. She clearly explained all of these steps.",US
47,www.godaddy.com,2023-01-13T18:01:17.000Z,1,Not Fit For Purpose,"I found that I could only connect my site with eBay (because of my region) who are terrible for Drop shipping because they have so many restrictions. The only other choice was adding products manually. And I mean manually! I asked for a refund from GoDaddy and they said because I didn't find this out within 48 hours that it was outwith their policy to refund! Have you ever heard such crap? Reply to CEO message : Ok thanks Anna, I will keep everyone informed of how you deal with this situation. In all honesty, I was not satisfied with this so there isn't much to look into. I got no use out of the product and just want my money back.",GB
48,www.godaddy.com,2023-01-12T16:46:53.000Z,5,PROBLEM solved!,Anytime I have ever needed assistance with my website or email the tech help at GoDaddy go above and beyond to make things work effectively and efficiently.  I’m terrible with technology and the professionals at GoDaddy are patient beyond!,US
49,www.godaddy.com,2023-01-11T21:55:46.000Z,5,Finally...,"Finally... Of all the times I have dealt with GoDaddy over the last few decades, today is the first time I received outstanding customer service from Andrew Kenning. He was knowledgeable and resolved the problem by taking the time to talk with me to clarify the issue. It was a serious issue with my website.",US
50,www.godaddy.com,2023-01-13T20:29:36.000Z,5,The customer service was incredible,"The customer service was incredible. They were easy to contact in comparison to Wix because of this guy switched providers. Also, their website is more user-friendly than other platforms I found.",US
51,www.godaddy.com,2023-01-13T18:12:39.000Z,4,Good pricing and user friendly,"Good pricing and user friendly. I would like a different format, personally, for the website editing for creative purposes. Other than that though I will continue to use and recommend to others.",US
52,www.godaddy.com,2023-01-11T23:55:31.000Z,5,Stick with GoDaddy!,"Jason was probably one of the most knowledgeable, helpful and professional reps I have ever encountered. I am now disappointed that I didn't stick with GoDaddy for all of my website building/marketing needs. I will have to find a way to make the switch back because this is the level of service I need.",US
53,www.godaddy.com,2023-01-13T21:25:12.000Z,5,Teresa went above and beyond to make…,Teresa went above and beyond to make what felt like a impossibility a smooth transaction!!!! Somehow made me feel more confident going forward with my brand new business … thank you Godaddy,US
54,www.godaddy.com,2023-01-12T17:54:57.000Z,4,Please consider offering Admin Support,Please consider offering Admin Support. As a Business Owner I don't always have time to read an article to figure out my issues.  I would pay a little extra to have an Admin to has access to my system to help me resolve issues.,US
55,www.godaddy.com,2023-01-13T02:16:24.000Z,5,Flawless,"My representative, David was courteous and knowledgeable. I needed help finding my second account and then merging it with my first one. He walked me through all the steps for my end and we completed the task flawlessly.",US
56,www.godaddy.com,2023-01-12T11:24:04.000Z,1,GoDaddy broke my site,"Still waiting JM! Hello CandleDeli, Thank you for your feedback. I am sorry to hear of the frustrations you have encountered with our customer support. I would like to better understand your experience and have sent you an email so that we may connect. My thanks, JM",ZA
57,www.godaddy.com,2023-01-11T21:53:34.000Z,1,Unacceptable Fee to reignite an expired domain!!!,"We have owned a certain domain for many years. We did not renew on time (DUE TO A DEATH) and the domain STILL SHOWS UNDER OUR ACCOUNT and is not in use by anyone else. However, Upon renewing this particular domain we are being asked to pay a broker fee to ""Negotiate"" this domain for us to purchase. The broker fee is rather large and makes no sense. (Broker is going to call me to negotiate domain purchase from myself)? I still was left with no options and had to pay to reignite the domain. This is the most unrational policy I have ever heard of. Very unsatisfied and angry!!!",CA
58,www.godaddy.com,2023-01-12T00:29:54.000Z,5,Stellar Customer Service,"I spoke with Luis, who was warm, knowledgeable and patient. I was anxious about transferring my client's domains to another GoDaddy account in case I made a mistake, but Luis walked me through the entire process, and I felt more like a pro by the time we were done.",CA
59,www.godaddy.com,2023-01-11T22:12:41.000Z,5,GoDaddy has your Back!,"I manage my own website, but likely would not have done so, if it were not for GoDaddy. Knowing GoDaddy is there to assist me, when needed, gives me the confidence to write and maintain my own website. It is very reassuring knowing that GoDaddy has my Back!",US
60,www.godaddy.com,2023-01-12T00:07:53.000Z,5,Crystal,"Crystal, the customer service representative was so very helpful. when I called for help, I was expecting a long hold time and was surprised when she answered right away. She was so informative and helped me a lot. Thank you for good customer service.",US
61,www.godaddy.com,2023-01-12T22:18:17.000Z,3,Read this review before making a mistake....,"Today, for only the second time in 15+ years, I spoke with an agent who was polite, knowledgeable and willing to help. As far as Go Daddy goes, their overall service, prices, knowledge, I rate them at zero.",US
62,www.godaddy.com,2023-01-13T05:56:47.000Z,5,Freyja was very helpful and even called…,Freyja was very helpful and even called me back when the call was dropped. I’m happy that go daddy hires such wonderful customer service people as these days that can be so rare. Great job! Happy customer!,US
63,www.godaddy.com,2023-01-12T00:12:52.000Z,5,I worked with Jezrell from GoDaddy,"I worked with Jezrell from GoDaddy. He was incredible. Jezrell knew exactly my issue. Even better, he knew how to resolve it. He was patient and clear in communicating what he was doing, why he was doing it, and the next steps. He was a great communicator, worked efficiently, and had a friendly personality. I was really frustrated with the problem that occurred outside of GoDaddy. But was impacting my ability to access GoDaddy products. So, Jazrell was a lifesaver in getting everything up and running again. I'm very grateful to GoDaddy and Jazrell for making the purchasing and troubleshooting process so smooth and pleasant.",US
64,www.godaddy.com,2023-01-13T03:38:34.000Z,5,Fred was so insightful,"Fred was so insightful, amazing and very patient helping me navigating through my website. He solved my issues and guide me correctly during the call. I really appreciate his help. Thank you so much!",US
65,www.godaddy.com,2023-01-12T11:46:49.000Z,5,GREAT JOB GODADDY,"they listen well and understood my concerns, work hard to pinpoint my porblem and offer me the best soulution, most of all i could tell they enjoyed doing it.                   GREAT JOB GODADDY          I am glad to have you on my team.",DE
66,www.godaddy.com,2023-01-12T18:49:27.000Z,5,Have used GoDaddy for over 10 years..,Have used GoDaddy for over 10 years... Always helpful and reliable...I explained what I was trying to accomplish with my site and received help and knowledgeable guidance on how to achieve goals...,US
67,www.godaddy.com,2023-01-13T13:29:03.000Z,5,My customer service agent Vishal was…,My customer service agent Vishal was super friendly and engaging. Asides of solving GoDaddy stuff he was just a throughly nice bloke and we had a great conversation.,GB
68,www.godaddy.com,2023-01-14T02:10:59.000Z,5,I have always had 10 star service…,I have always had 10 star service across the board with Go Daddy! This last interaction was great with Jaheim he was extremely helpful and attentive to my concerns.,US
69,www.godaddy.com,2023-01-12T00:27:52.000Z,2,I called to get help with changing my…,I called to get help with changing my domain on a current site and updating this site with pics and info. It didn't feel like they were willing to help walk me through the process so I am still trying to figure this out on my own.,US
70,www.godaddy.com,2023-01-12T00:57:47.000Z,5,Ortigua was very patient as I explained the products to me. Joyous and helpful.,"Ortigua was very patient as I did not know the difference between the products, he explained very well and made me feel at ease. Good communication skills and professional in his approach. I would hire him if I had an opening.",CA
71,www.godaddy.com,2023-01-13T23:20:59.000Z,5,Courtney at GoDaddy was patient and…,Courtney at GoDaddy was patient and answered all of my questions.  I recommend GoDaddy due to them offering discounts and understanding the products they offer!!,US
72,www.godaddy.com,2023-01-12T02:42:28.000Z,5,I am not a techie person ......,I am not a techie person and I like that Go Daddy has real experienced and helpful staff day and night available to help you. They never make you feel ashamed that you don't know something. Human connection is priceless.,US
73,www.godaddy.com,2023-01-13T18:18:34.000Z,5,Victor was a GREAT help and easy to work with,Victor was a GREAT help and easy to work with.  He understood the issues and addressed them all efficiently and with a GREAT attitude.  Pleasure to work with.,US
74,www.godaddy.com,2023-01-12T19:24:16.000Z,5,GoDaddy was detail oriented and user friendly.,"GoDaddy was much more user friendly than my past domain registrar and explained all of my options in great detail in a way I could understand the differences, i.e. advantages vs. cost.",US
75,www.godaddy.com,2023-01-12T17:44:17.000Z,5,Excellent Customer Services. I have been a customer with Go Daddy…,"I have been a customer with Go Daddy for over 18 years. I am extremely pleased with the products, professional services, tech support and having any problems encountered expeditiously.",US
76,www.godaddy.com,2023-01-13T16:48:13.000Z,5,The CS I just worked with Margot was so…,The CS I just worked with Margot was so helpful. I called several times to get this problem solved and she took the time to make sure it was done correctly.,US
77,www.godaddy.com,2023-01-11T22:07:31.000Z,5,Changing my email host to GoDaddy will be safe and secure!!!,"Having just experienced the loss of email service from my current Host, I feel GoDaddy will be the perfect protector of my company data and correspondence.  Nate did a professional job of answering my questions.",US
78,www.godaddy.com,2023-01-13T08:46:57.000Z,1,Tech support know nothing and drop me,Tech support know nothing and just turn me of conversation when I tried to have any information about issue in their side.  Strongly don't recommend to have anything with godaddy,US
79,www.godaddy.com,2023-01-12T00:08:07.000Z,5,Decided to change to godaddy.com,Decided to change to godaddy.com - best decision ever. Chris was the best in helping me get this done. Had to call back and spoke with Mike- awesome help from him as well!  Everyone should use godaddy.com.,US
80,www.godaddy.com,2023-01-12T23:11:44.000Z,3,From Worse to Good Outcome,"Within the last three days I had to reach out to this company due to the complications I was experiencing from the website. The chats and phone conversations I had with the reps were entirely too long for the small issues I was dealing with. However, I would like to take a moment out to apologize sincerely to the last gentleman I spoke with. When I saw the emotion of anger he expressed on the phone made me realize that maybe I could have done better on my end. I would never want to upset a person and I felt really bad that I did that to him. If it is anyway he could receive or read this message, I would like to say ""I am sorry sir for arguing with you. That was not my intentions by any means and if I could do it over I would have handled that call better. I want people to feel good not the opposite and I am sorry. Sir""",US
81,www.godaddy.com,2023-01-13T02:26:51.000Z,4,Customer service is awesome!…,Customer service is almost 100% Every time i call with an issue.  The on chat is lacking otherwise it would be 100%  Every time which is not often im always taken care of.,US
82,www.godaddy.com,2023-01-13T17:12:23.000Z,5,fast friendly advice,"fast friendly advice, solved my issue in seconds while patient enough to wait for me on the other end to comprehend what exactly he was telling me",US
83,www.godaddy.com,2023-01-13T00:23:10.000Z,4,Cancelling URLs,The only bad thing is that it is too hard to cancel a url.  I had to call in for assistance which was great but still it is a shame that I couldn't do tis on the website,US
84,www.godaddy.com,2023-01-12T10:31:39.000Z,1,I had the worth experience ever I got a…,I had the worth experience ever I got a domain name and then I end up charged for 119.88 twice for no reason and they don’t want to return the money back and been given me the Tun around and saying that it’s for a yearly renewal which I just started with this damn company it’s nothing been a frustrating and stressful and it’s a fraud how they take money out of my account and try to blame it on me that I purchase it and don’t even want to refund me after I cancelled service with them so shame of a big name company to do such such a thing like that I’m so disappointed and I’m sure this will be all over social media and expose this company for doing me so wrong like that they been given me the run around to not refund me and it is not right at all,US
85,www.godaddy.com,2023-01-13T03:02:20.000Z,5,I spoke to an agent at GoDaddy,"I spoke to an agent at GoDaddy, that was patient, kind, professional & informative!  A rarity sometimes in the business world.  The dialogue was a breath of fresh air.",US
86,www.godaddy.com,2023-01-13T03:57:50.000Z,5,Ian helped me so much with my questions…,"Ian helped me so much with my questions and guided me with working with my website, he was so nice, patient, knowledgeable , and very professional. Thank you so much!",US
87,www.godaddy.com,2023-01-13T00:44:12.000Z,5,Patience and Knowledge,GoDaddy has extremely patient and knowledgeable employees.  Their explanations are precise and clear.  As a senior that is why I continue my relationship with them.,US
88,www.godaddy.com,2023-01-12T16:45:15.000Z,5,I had a service issue,I had a service issue.  I was able to get Danielle on the phone and she resolved the issue by giviing me the right tools to fix it myself.  An excellent experience.,US
89,www.godaddy.com,2023-01-13T18:49:45.000Z,5,Very professional and very efficient.,"Very professional and very efficient. Problem was solved by GoDaddy rep. Very patient, very knowledgeable, very polite, very successful.",US
90,www.godaddy.com,2023-01-11T23:58:09.000Z,5,Excellent Excellent Customer service,"Excellent Excellent Customer service! Solomon was very pleasant, professional, and quick to assist me with my new domain. His warm personality over the phone, his knowledge and expertise with GoDaddy, are what I truly value and made a huge difference for me and my clients. He was able to assist me with my new email, help me explore features, and even come up with the perfect email address for my specific professional services. He was very hands on, patient and efficient which made for a blissful process. I hardly leave reviews but the care I received in resolving and managing my account were much appreciated, and I'm grateful. Service like this makes the world a great place to be. Thank you again Solomon for making my day, and the start of my new business ventures blissful and effortless.",US
91,www.godaddy.com,2023-01-11T21:58:19.000Z,5,I read the website wrong,I read the website wrong.  Destiny was very polite in explaining where I went wrong. She went above and beyond. I love having a call with actual live people that can speak English.,US
92,www.godaddy.com,2023-01-12T07:05:08.000Z,5,Jonathan was wonderful to deal with,Jonathan was wonderful to deal with. He quickly found a wonderful solution to the issue I was dealing with and helped me with any other questions I had. Wonderful experience!,CA
93,www.godaddy.com,2023-01-12T23:25:13.000Z,5,Mark was very helpful,"Mark was very helpful, patient and was able to fully resolve issues that were created when I made a change to my account and lost access to my email.",US
94,www.godaddy.com,2023-01-14T00:34:15.000Z,5,I lack knowledge of website building,I lack knowledge of website building. Cooper assisted me and was very kind and helpful and walked me through the entire process.,US
95,www.godaddy.com,2023-01-13T18:14:50.000Z,5,GoDaddy Got It Right!,"I received positively prompt, professional service from the customer support agent, Marnell. My issue was resolved in one call.",US
96,www.godaddy.com,2023-01-12T00:43:50.000Z,5,I Have Great Confidence In G…,I have been a GoDaddy customer longer than I can remember.  Most important is the quick and friendly support I have always received.  I have great confidence in GoDaddy.,US
